ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRLINE,DISTANCE,ARRIVAL_DELAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE
SLC,SNA,OO,588.0,-28.0,2,840
SLC,SJC,OO,584.0,-21.0,2,840
DEN,SAT,OO,794.0,-7.0,2,840
MFR,SFO,OO,329.0,19.0,2,840
PSP,DEN,OO,776.0,4.0,2,840
LAX,SEA,OO,954.0,8.0,2,840
SBA,SFO,OO,262.0,-31.0,2,840
OMA,DFW,AA,583.0,-11.0,2,841
IAD,JFK,B6,228.0,35.0,2,841
ORD,DAY,EV,240.0,60.0,2,841
DTW,GRR,EV,120.0,1.0,2,841
DTW,BHM,EV,625.0,8.0,2,841
SFO,IAH,UA,1635.0,-1.0,2,842
SLC,ORD,DL,1250.0,-17.0,2,842
SFO,ACV,OO,250.0,17.0,2,843
PIT,DEN,UA,1290.0,18.0,2,843
SFO,PDX,UA,550.0,-8.0,2,843
DTW,DFW,AA,986.0,15.0,2,843
SLC,LAS,DL,368.0,-24.0,2,843
DTW,PHX,DL,1671.0,-6.0,2,843
DEN,CLE,F9,1201.0,-9.0,2,843
KOA,HNL,HA,163.0,-3.0,2,843
DCA,DFW,AA,1192.0,52.0,2,844
ATL,BOS,DL,946.0,-25.0,2,844
EWR,PVD,EV,160.0,0.0,2,844
LAX,JAC,OO,784.0,63.0,2,844
LGA,IAH,UA,1416.0,-7.0,2,845
LAX,HNL,UA,2556.0,10.0,2,845
LAX,ORD,UA,1744.0,-13.0,2,845
PHX,IAD,UA,1956.0,-16.0,2,845
ORD,IAD,UA,589.0,20.0,2,845
IAH,SAN,UA,1303.0,-30.0,2,845
SFO,OGG,UA,2338.0,-1.0,2,845
PHX,SFO,US,651.0,-18.0,2,845
PHX,SNA,US,338.0,-11.0,2,845
GEG,PHX,US,1020.0,-19.0,2,845
JAX,CLT,US,328.0,3.0,2,845
PHL,PHX,US,2075.0,44.0,2,845
MCO,CLT,US,468.0,6.0,2,845
LGA,CLT,US,544.0,16.0,2,845
MCO,DCA,US,759.0,101.0,2,845
CLE,MDW,WN,307.0,38.0,2,845
DAL,AMA,WN,323.0,-11.0,2,845
DAL,ELP,WN,562.0,5.0,2,845
DEN,MDW,WN,895.0,37.0,2,845
FLL,ATL,WN,581.0,-12.0,2,845
HOU,RDU,WN,1050.0,-3.0,2,845
LAX,DEN,WN,862.0,1.0,2,845
MCI,LAX,WN,1363.0,120.0,2,845
MCO,MKE,WN,1066.0,1.0,2,845
MDW,ABQ,WN,1121.0,102.0,2,845
MDW,DEN,WN,895.0,4.0,2,845
MDW,OAK,WN,1844.0,50.0,2,845
MDW,OMA,WN,423.0,0.0,2,845
MDW,PDX,WN,1751.0,82.0,2,845
MSY,HOU,WN,302.0,2.0,2,845
ABQ,MDW,WN,1121.0,-7.0,2,845
BWI,ATL,WN,577.0,121.0,2,845
BWI,MSY,WN,998.0,46.0,2,845
LAS,OAK,WN,407.0,-23.0,2,845
SJC,LAS,WN,386.0,9.0,2,845
SJC,SNA,WN,342.0,-7.0,2,845
STL,MSY,WN,604.0,-12.0,2,845
TPA,DCA,WN,814.0,133.0,2,845
SFO,JFK,AA,2586.0,-23.0,2,845
LGA,ORD,AA,733.0,0.0,2,845
DFW,DEN,AA,641.0,-11.0,2,845
SEA,SAN,AS,1050.0,-13.0,2,845
SEA,DTW,AS,1927.0,-41.0,2,845
BUF,BOS,B6,395.0,-6.0,2,845
ATL,MIA,DL,594.0,-7.0,2,845
LAS,ATL,DL,1747.0,-4.0,2,845
JFK,HNL,DL,4983.0,12.0,2,845
PHL,ATL,DL,666.0,36.0,2,845
ATL,LGA,DL,762.0,76.0,2,845
SNA,MSP,DL,1522.0,-3.0,2,845
ATL,CLE,DL,554.0,-3.0,2,845
ATL,FLL,DL,581.0,-20.0,2,845
BWI,ATL,DL,577.0,59.0,2,845
DTW,ATL,DL,594.0,-3.0,2,845
FLL,ATL,DL,581.0,-12.0,2,845
ATL,CLT,DL,226.0,-10.0,2,845
IAH,OKC,EV,395.0,8.0,2,845
IAH,GPT,EV,376.0,-4.0,2,845
ORD,CLE,EV,315.0,7.0,2,845
IAH,LBB,EV,458.0,6.0,2,845
TYS,DEN,EV,1162.0,91.0,2,845
MSP,IAD,F9,908.0,25.0,2,845
SFO,HNL,HA,2398.0,-14.0,2,845
SEA,HNL,HA,2677.0,1.0,2,845
ORD,BNA,MQ,409.0,0.0,2,845
DFW,BHM,MQ,597.0,2.0,2,845
DFW,CRP,MQ,354.0,-7.0,2,845
IAH,MAF,EV,429.0,-11.0,2,845
FAT,SFO,OO,158.0,0.0,2,845
SFO,DFW,OO,1464.0,15.0,2,845
MLI,DEN,OO,752.0,0.0,2,845
ORD,OKC,OO,693.0,5.0,2,845
DEN,LGA,UA,1620.0,18.0,2,846
IAH,SNA,UA,1346.0,-33.0,2,846
PHX,SAN,US,304.0,-5.0,2,846
BOS,MCO,B6,1121.0,2.0,2,846
BTR,DFW,MQ,383.0,-9.0,2,846
CLE,MCO,UA,895.0,10.0,2,847
SAN,ORD,UA,1723.0,-20.0,2,847
BOS,JAX,EV,1010.0,-4.0,2,847
ORD,LAX,UA,1744.0,9.0,2,848
SEA,DFW,AA,1660.0,-22.0,2,848
RDU,JFK,B6,427.0,-8.0,2,848
IAH,BNA,EV,657.0,-6.0,2,848
ATL,OMA,EV,821.0,-2.0,2,848
JFK,DCA,MQ,213.0,0.0,2,848
SLC,SFO,OO,599.0,-23.0,2,848
ORD,DLH,OO,397.0,96.0,2,848
SNA,IAH,UA,1346.0,-3.0,2,849
DTW,ORD,DL,235.0,36.0,2,849
BOS,CLT,B6,728.0,5.0,2,849
MAF,DFW,MQ,309.0,22.0,2,849
SFO,JFK,UA,2586.0,66.0,2,850
ORD,MIA,UA,1197.0,-5.0,2,850
EWR,DEN,UA,1605.0,7.0,2,850
SFO,AUS,UA,1504.0,-4.0,2,850
ATL,CLT,US,226.0,-7.0,2,850
PHX,LAS,US,255.0,-3.0,2,850
TPA,DCA,US,814.0,94.0,2,850
SAN,PHL,US,2370.0,15.0,2,850
BWI,CLT,US,361.0,22.0,2,850
BWI,RDU,WN,255.0,109.0,2,850
DEN,LAX,WN,862.0,46.0,2,850
DEN,ONT,WN,819.0,-6.0,2,850
DEN,SAN,WN,853.0,-18.0,2,850
DEN,SEA,WN,1024.0,7.0,2,850
DEN,SMF,WN,909.0,16.0,2,850
LAX,MSY,WN,1670.0,32.0,2,850
LAX,SLC,WN,590.0,4.0,2,850
LGA,DAL,WN,1381.0,51.0,2,850
LIT,PHX,WN,1136.0,-21.0,2,850
MDW,LAX,WN,1750.0,10.0,2,850
MDW,MSP,WN,349.0,115.0,2,850
MDW,SLC,WN,1259.0,23.0,2,850
MDW,TUS,WN,1440.0,14.0,2,850
MSY,DCA,WN,969.0,0.0,2,850
PHL,DEN,WN,1558.0,34.0,2,850
ATL,BOS,WN,946.0,-13.0,2,850
ATL,FLL,WN,581.0,-22.0,2,850
ATL,MCI,WN,692.0,-10.0,2,850
ATL,MSP,WN,907.0,-9.0,2,850
ATL,SFO,WN,2139.0,-14.0,2,850
ATL,TPA,WN,406.0,7.0,2,850
BWI,DTW,WN,409.0,165.0,2,850
JAX,BNA,WN,483.0,20.0,2,850
LAS,BUR,WN,223.0,14.0,2,850
RNO,LAS,WN,345.0,-7.0,2,850
SJC,AUS,WN,1476.0,14.0,2,850
SMF,PHX,WN,647.0,14.0,2,850
MCO,MIA,AA,192.0,-15.0,2,850
DFW,MCI,AA,460.0,-14.0,2,850
DFW,DAY,AA,861.0,-7.0,2,850
DFW,MSP,AA,852.0,0.0,2,850
SAT,DFW,AA,247.0,-21.0,2,850
EGE,JFK,AA,1746.0,-3.0,2,850
DEN,DFW,AA,641.0,-7.0,2,850
SAN,BOS,AS,2588.0,10.0,2,850
PIT,BOS,B6,496.0,7.0,2,850
DTW,LGA,DL,502.0,-17.0,2,850
ATL,PHL,DL,666.0,30.0,2,850
DTW,PBI,DL,1086.0,4.0,2,850
BOS,DTW,DL,632.0,-25.0,2,850
EWR,DTW,EV,488.0,15.0,2,850
BTV,DTW,EV,537.0,-15.0,2,850
MCO,PHL,F9,861.0,0.0,2,850
HNL,KOA,HA,163.0,-5.0,2,850
ORD,CVG,MQ,265.0,0.0,2,850
SGF,DFW,MQ,364.0,163.0,2,850
COS,IAH,OO,809.0,-6.0,2,850
LAX,SLC,OO,590.0,-5.0,2,850
SEA,FAT,OO,748.0,-6.0,2,850
MBS,ORD,OO,222.0,27.0,2,850
DTW,IAH,OO,1075.0,-10.0,2,850
SBP,SFO,OO,190.0,39.0,2,850
SFO,SLC,OO,599.0,38.0,2,850
EWR,AUS,UA,1504.0,28.0,2,851
SEA,ORD,AA,1721.0,-7.0,2,851
DFW,ORD,AA,802.0,20.0,2,851
MIA,ORD,UA,1197.0,19.0,2,852
IAH,LGA,UA,1416.0,18.0,2,852
IAH,BOS,UA,1597.0,-22.0,2,852
IAH,SDF,EV,788.0,-8.0,2,852
MSP,MDW,EV,349.0,19.0,2,852
RIC,MSP,EV,970.0,21.0,2,852
TPA,DFW,AA,929.0,-12.0,2,853
ORD,BWI,EV,622.0,0.0,2,853
OAK,ORD,NK,1836.0,-2.0,2,853
DEN,SLC,OO,391.0,-5.0,2,853
PBI,EWR,UA,1023.0,0.0,2,854
GRK,DFW,MQ,134.0,-6.0,2,854
SFO,SEA,UA,679.0,54.0,2,855
EWR,SNA,UA,2434.0,13.0,2,855
PDX,PHX,US,1009.0,-11.0,2,855
SFO,CLT,US,2296.0,2.0,2,855
CMH,STL,WN,409.0,16.0,2,855
DAL,STL,WN,546.0,-4.0,2,855
DEN,OAK,WN,957.0,-20.0,2,855
DEN,PDX,WN,991.0,-7.0,2,855
DEN,SLC,WN,391.0,-3.0,2,855
DEN,SNA,WN,846.0,-23.0,2,855
DEN,TUS,WN,639.0,-2.0,2,855
LAX,LAS,WN,236.0,-7.0,2,855
MCO,SAT,WN,1041.0,91.0,2,855
MDW,HOU,WN,937.0,1.0,2,855
MDW,SAN,WN,1728.0,60.0,2,855
MDW,SMF,WN,1790.0,108.0,2,855
ATL,HOU,WN,696.0,-15.0,2,855
ATL,LAX,WN,1947.0,-28.0,2,855
ATL,MCO,WN,404.0,-1.0,2,855
ATL,PHX,WN,1587.0,-4.0,2,855
AUS,DEN,WN,775.0,-15.0,2,855
BDL,TPA,WN,1111.0,11.0,2,855
BNA,STL,WN,272.0,-11.0,2,855
BOS,MCI,WN,1256.0,40.0,2,855
LAS,IAD,WN,2065.0,0.0,2,855
PHX,PDX,WN,1009.0,2.0,2,855
PVD,BWI,WN,327.0,125.0,2,855
SNA,DFW,AA,1205.0,8.0,2,855
DFW,BNA,AA,631.0,-12.0,2,855
DFW,CLE,AA,1021.0,4.0,2,855
DFW,SNA,AA,1205.0,-34.0,2,855
SJC,OGG,AS,2355.0,1.0,2,855
PBI,JFK,B6,1028.0,-8.0,2,855
FLL,PVD,B6,1188.0,-3.0,2,855
ATL,EWR,DL,746.0,-3.0,2,855
BOS,JFK,DL,187.0,-6.0,2,855
ATL,MCO,DL,404.0,-21.0,2,855
ORD,DTW,DL,235.0,103.0,2,855
ABQ,IAH,EV,744.0,-15.0,2,855
ATL,BTR,EV,448.0,57.0,2,855
DTW,ATW,EV,296.0,18.0,2,855
DEN,ATL,F9,1199.0,-11.0,2,855
SHV,DFW,MQ,190.0,-2.0,2,855
ORD,PIA,MQ,130.0,54.0,2,855
DTW,MBS,OO,98.0,69.0,2,855
LIT,DEN,OO,771.0,-15.0,2,855
COS,ORD,OO,911.0,11.0,2,855
EWR,IAH,UA,1400.0,-9.0,2,856
CMH,DFW,AA,926.0,92.0,2,856
SMF,LGB,B6,387.0,44.0,2,856
ATL,DFW,AA,731.0,-24.0,2,856
ATL,CAK,DL,528.0,-4.0,2,856
MSN,ORD,MQ,108.0,33.0,2,857
SAT,DEN,UA,794.0,-8.0,2,858
SAN,ORD,AA,1723.0,14.0,2,858
STT,MIA,AA,1107.0,-19.0,2,858
IND,EWR,EV,645.0,35.0,2,858
DTW,LAN,EV,74.0,10.0,2,858
LAX,RNO,OO,391.0,1.0,2,859
EWR,ORD,UA,719.0,0.0,2,859
EWR,SEA,UA,2402.0,56.0,2,859
EWR,EGE,UA,1725.0,36.0,2,859
FLL,DFW,AA,1119.0,-13.0,2,859
LGB,SLC,B6,588.0,136.0,2,859
JFK,PBI,B6,1028.0,78.0,2,859
LGA,BOS,DL,184.0,10.0,2,859
LGA,ATL,DL,762.0,16.0,2,859
IAH,AEX,EV,190.0,-13.0,2,859
IAH,CLL,EV,74.0,-13.0,2,859
EWR,SDF,EV,642.0,13.0,2,859
IAH,CHS,EV,925.0,4.0,2,859
IAH,XNA,EV,438.0,9.0,2,859
IAH,CMH,EV,986.0,-4.0,2,859
ATL,DEN,F9,1199.0,23.0,2,859
ORD,MSY,UA,837.0,57.0,2,900
MSY,SFO,UA,1911.0,-27.0,2,900
LGA,ORD,UA,733.0,-4.0,2,900
IAD,ORD,UA,589.0,98.0,2,900
MCO,ORD,UA,1005.0,7.0,2,900
IAH,SFO,UA,1635.0,-8.0,2,900
IAH,MSY,UA,305.0,11.0,2,900
IAH,PDX,UA,1825.0,-17.0,2,900
BWI,IAH,UA,1235.0,67.0,2,900
MDT,CLT,US,413.0,52.0,2,900
BOS,DCA,US,399.0,59.0,2,900
LGA,BOS,US,184.0,-10.0,2,900
BOS,LGA,US,184.0,7.0,2,900
DCA,LGA,US,214.0,238.0,2,900
LGA,DCA,US,214.0,0.0,2,900
CLT,PHL,US,449.0,17.0,2,900
LAS,PHL,US,2176.0,41.0,2,900
ORD,CLT,US,599.0,-6.0,2,900
BOS,SFO,VX,2704.0,-26.0,2,900
LAX,LAS,VX,236.0,-3.0,2,900
SEA,LAX,VX,954.0,9.0,2,900
IAD,LAX,VX,2288.0,77.0,2,900
DAL,HOU,WN,239.0,2.0,2,900
DAL,TUL,WN,237.0,-10.0,2,900
DCA,DAL,WN,1184.0,0.0,2,900
DCA,MSY,WN,969.0,0.0,2,900
HOU,DAL,WN,239.0,-9.0,2,900
LAX,ATL,WN,1947.0,22.0,2,900
LAX,OAK,WN,337.0,-11.0,2,900
MCO,BHM,WN,479.0,3.0,2,900
MCO,MDW,WN,990.0,-1.0,2,900
MDW,LAS,WN,1521.0,52.0,2,900
MDW,MEM,WN,480.0,74.0,2,900
MDW,RSW,WN,1105.0,54.0,2,900
MDW,SAT,WN,1036.0,40.0,2,900
OAK,BOI,WN,511.0,-14.0,2,900
OAK,GEG,WN,723.0,-23.0,2,900
OAK,PDX,WN,543.0,-12.0,2,900
OAK,SEA,WN,671.0,-15.0,2,900
OMA,PHX,WN,1037.0,79.0,2,900
PBI,ATL,WN,545.0,-13.0,2,900
BNA,MCI,WN,491.0,-12.0,2,900
BNA,RSW,WN,722.0,25.0,2,900
BUF,BWI,WN,281.0,0.0,2,900
LAS,MKE,WN,1524.0,3.0,2,900
LAS,OMA,WN,1099.0,5.0,2,900
PHX,STL,WN,1262.0,3.0,2,900
SDF,PHX,WN,1506.0,-21.0,2,900
SFO,LAX,WN,337.0,-6.0,2,900
SMF,DEN,WN,909.0,-3.0,2,900
SNA,DEN,WN,846.0,-6.0,2,900
TPA,DEN,WN,1506.0,-26.0,2,900
JFK,LAX,AA,2475.0,25.0,2,900
LAX,JFK,AA,2475.0,-18.0,2,900
BOS,LAX,AA,2611.0,27.0,2,900
LAX,OGG,AA,2486.0,15.0,2,900
PIT,DFW,AA,1067.0,48.0,2,900
LAX,ORD,AA,1744.0,14.0,2,900
MCO,DFW,AA,985.0,-9.0,2,900
MFE,DFW,AA,469.0,-5.0,2,900
DFW,SAT,AA,247.0,-11.0,2,900
DFW,SFO,AA,1464.0,18.0,2,900
DFW,SAN,AA,1171.0,-6.0,2,900
OME,ANC,AS,539.0,11.0,2,900
SEA,SMF,AS,605.0,7.0,2,900
SFO,PDX,AS,550.0,-8.0,2,900
SJC,PDX,AS,569.0,-22.0,2,900
SEA,SNA,AS,978.0,-7.0,2,900
LAX,PDX,AS,834.0,-11.0,2,900
OAK,HNL,AS,2409.0,-1.0,2,900
EWR,MCO,B6,937.0,20.0,2,900
MCO,BDL,B6,1050.0,17.0,2,900
BOS,DEN,B6,1754.0,7.0,2,900
BOS,STT,B6,1693.0,46.0,2,900
ORD,SAN,AA,1723.0,46.0,2,900
JFK,SEA,DL,2422.0,54.0,2,900
JFK,LAX,DL,2475.0,13.0,2,900
ECP,ATL,DL,240.0,-18.0,2,900
LGA,DTW,DL,502.0,36.0,2,900
MSP,SEA,DL,1399.0,29.0,2,900
MIA,ATL,DL,594.0,-16.0,2,900
MSP,SLC,DL,991.0,-5.0,2,900
JAX,ATL,DL,270.0,-15.0,2,900
DCA,ATL,DL,547.0,438.0,2,900
MKE,DTW,DL,237.0,-13.0,2,900
MSP,PHX,DL,1276.0,-31.0,2,900
ORD,ATL,DL,606.0,23.0,2,900
EWR,ATL,DL,746.0,10.0,2,900
SFO,ATL,DL,2139.0,-6.0,2,900
BOS,LGA,DL,184.0,3.0,2,900
MSP,LAS,DL,1299.0,-19.0,2,900
DTW,FLL,DL,1127.0,9.0,2,900
MSP,PSP,DL,1454.0,-39.0,2,900
EWR,DTW,DL,488.0,187.0,2,900
DFW,BTR,EV,383.0,-5.0,2,900
JAX,IAH,EV,817.0,-9.0,2,900
IAH,AMA,EV,517.0,3.0,2,900
ORD,ORF,EV,717.0,50.0,2,900
IAH,TUL,EV,429.0,-4.0,2,900
HOB,IAH,EV,501.0,-10.0,2,900
STL,IAH,EV,667.0,186.0,2,900
IAH,OMA,EV,781.0,-2.0,2,900
IAH,COS,EV,809.0,-6.0,2,900
IAH,TUS,EV,936.0,-21.0,2,900
MDW,DTW,EV,228.0,5.0,2,900
SFO,DEN,F9,967.0,-17.0,2,900
LAS,HNL,HA,2762.0,-1.0,2,900
DFW,FSM,MQ,227.0,12.0,2,900
DFW,CID,MQ,685.0,57.0,2,900
ORD,TUL,MQ,585.0,90.0,2,900
DFW,MAF,MQ,309.0,-2.0,2,900
RDU,LGA,MQ,431.0,0.0,2,900
GNV,MIA,MQ,294.0,-17.0,2,900
DFW,MGM,MQ,622.0,0.0,2,900
FWA,ORD,OO,157.0,14.0,2,900
MSP,MOT,OO,449.0,46.0,2,900
MSP,RAP,OO,489.0,19.0,2,900
SAN,LAX,OO,109.0,-8.0,2,900
MKE,IAH,OO,984.0,-10.0,2,900
IAH,ASE,OO,913.0,-23.0,2,900
BOI,SFO,OO,522.0,0.0,2,900
DFW,SFO,OO,1464.0,-6.0,2,900
DFW,LAX,OO,1235.0,-9.0,2,900
ORD,SFO,UA,1846.0,6.0,2,901
RSW,EWR,UA,1068.0,37.0,2,901
ORD,LGA,UA,733.0,22.0,2,901
IAH,DEN,UA,862.0,3.0,2,901
IAH,PHX,UA,1009.0,-7.0,2,901
SFO,LIH,UA,2447.0,15.0,2,901
STL,DFW,AA,550.0,-22.0,2,901
ABQ,DFW,AA,569.0,-9.0,2,901
EWR,DFW,AA,1372.0,64.0,2,901
BOS,RIC,B6,474.0,90.0,2,901
DTW,EWR,EV,488.0,-17.0,2,901
SEA,ORD,UA,1721.0,-22.0,2,902
IAH,MCO,UA,854.0,-9.0,2,902
IAH,DFW,OO,224.0,104.0,2,902
SFO,LAX,AA,337.0,-11.0,2,903
SHV,DEN,EV,792.0,-11.0,2,903
IAH,LAX,UA,1379.0,-11.0,2,904
AUS,DFW,AA,190.0,-14.0,2,904
LAX,SAN,OO,109.0,-7.0,2,904
SFO,KOA,UA,2367.0,28.0,2,905
SFO,LAS,UA,414.0,-7.0,2,905
BOS,ORD,UA,867.0,184.0,2,905
SFO,PHX,UA,651.0,0.0,2,905
ORD,EWR,UA,719.0,243.0,2,905
SFO,HNL,UA,2398.0,6.0,2,905
TPA,IAD,UA,811.0,7.0,2,905
SFO,MCO,UA,2446.0,-6.0,2,905
OKC,IAH,UA,395.0,-21.0,2,905
EWR,LAX,VX,2454.0,4.0,2,905
DCA,ATL,WN,547.0,0.0,2,905
GRR,TPA,WN,1041.0,-16.0,2,905
MCO,BWI,WN,787.0,84.0,2,905
MCO,DEN,WN,1546.0,-10.0,2,905
MDW,LIT,WN,544.0,79.0,2,905
MKE,MSP,WN,297.0,-10.0,2,905
OAK,BUR,WN,325.0,-3.0,2,905
OAK,LAX,WN,337.0,-2.0,2,905
LAS,FLL,WN,2173.0,-3.0,2,905
LAS,RNO,WN,345.0,-16.0,2,905
SJC,ONT,WN,333.0,-6.0,2,905
SMF,LAX,WN,373.0,-4.0,2,905
LAX,MIA,AA,2342.0,-2.0,2,905
DFW,PHL,AA,1303.0,0.0,2,905
SEA,ANC,AS,1448.0,-30.0,2,905
SEA,SJC,AS,697.0,-6.0,2,905
SEA,OGG,AS,2640.0,0.0,2,905
MCO,EWR,B6,937.0,-6.0,2,905
JFK,PWM,B6,273.0,17.0,2,905
JFK,ROC,B6,264.0,17.0,2,905
JFK,MCO,B6,944.0,27.0,2,905
STT,SJU,B6,68.0,-14.0,2,905
DFW,PDX,AA,1616.0,86.0,2,905
SEA,MSP,DL,1399.0,-25.0,2,905
BDL,DTW,DL,549.0,-21.0,2,905
MSP,ATL,DL,907.0,2.0,2,905
ATL,SYR,DL,794.0,56.0,2,905
ATL,HSV,DL,151.0,-10.0,2,905
DFW,SJT,EV,229.0,3.0,2,905
ORD,PIA,EV,130.0,49.0,2,905
TYS,IAH,EV,771.0,-14.0,2,905
DTW,EVV,EV,363.0,14.0,2,905
DTW,CID,EV,430.0,41.0,2,905
ATL,SGF,EV,563.0,-11.0,2,905
ATL,TLH,EV,223.0,59.0,2,905
ATL,PHF,EV,508.0,-14.0,2,905
LGA,ORF,EV,296.0,54.0,2,905
MOB,ATL,EV,302.0,-10.0,2,905
LGA,CLE,EV,419.0,102.0,2,905
ATL,CHA,EV,106.0,-11.0,2,905
IAH,DAL,EV,216.0,-1.0,2,905
OGG,HNL,HA,100.0,-5.0,2,905
LAX,ASE,MQ,737.0,13.0,2,905
DFW,LRD,MQ,396.0,17.0,2,905
ORD,CHA,MQ,501.0,0.0,2,905
ORD,MSP,NK,334.0,4.0,2,905
MSP,STL,OO,448.0,6.0,2,905
ORD,MKE,OO,67.0,18.0,2,905
SMF,SFO,OO,86.0,1.0,2,905
ATL,SRQ,DL,444.0,-13.0,2,906
EWR,CVG,EV,569.0,0.0,2,906
IAH,HRL,EV,295.0,-16.0,2,906
ATL,AVL,EV,164.0,8.0,2,906
IAH,DCA,UA,1208.0,21.0,2,907
LAS,DFW,AA,1055.0,3.0,2,907
IAH,MFE,EV,316.0,-14.0,2,907
IAH,BHM,EV,562.0,9.0,2,907
ATL,AGS,EV,143.0,0.0,2,907
IAH,BRO,EV,308.0,-15.0,2,907
IAH,MLU,EV,262.0,-4.0,2,907
MSP,XNA,OO,596.0,1.0,2,908
IAH,SEA,UA,1874.0,-22.0,2,908
MSP,DFW,DL,852.0,41.0,2,908
ATL,MLB,DL,442.0,-10.0,2,908
RIC,BOS,B6,474.0,-2.0,2,908
ATL,TRI,EV,227.0,-8.0,2,908
RDU,TTN,F9,373.0,70.0,2,908
DFW,SGF,MQ,364.0,4.0,2,908
MYR,LGA,NK,563.0,29.0,2,908
ORD,RSW,UA,1120.0,-7.0,2,909
SEA,ATL,DL,2182.0,-29.0,2,909
JAN,ATL,DL,341.0,-9.0,2,909
ATL,ROA,EV,357.0,-4.0,2,909
BHM,ORD,EV,584.0,21.0,2,909
LAS,MSP,NK,1299.0,-18.0,2,909
EWR,STT,UA,1634.0,76.0,2,910
EWR,HNL,UA,4962.0,75.0,2,910
LAX,SFO,VX,337.0,-10.0,2,910
DEN,LAS,WN,628.0,-12.0,2,910
HOU,MSY,WN,302.0,-16.0,2,910
LAX,STL,WN,1592.0,6.0,2,910
MAF,DAL,WN,319.0,-4.0,2,910
MCI,STL,WN,237.0,-6.0,2,910
MCO,DAY,WN,808.0,9.0,2,910
MHT,TPA,WN,1204.0,114.0,2,910
BNA,CHS,WN,439.0,-19.0,2,910
BUR,SMF,WN,358.0,14.0,2,910
BWI,IND,WN,516.0,131.0,2,910
SAN,PHX,WN,304.0,14.0,2,910
SAT,HOU,WN,192.0,-2.0,2,910
SNA,LAS,WN,226.0,-10.0,2,910
STL,LAX,WN,1592.0,-20.0,2,910
DFW,LAS,AA,1055.0,-38.0,2,910
KTN,SEA,AS,680.0,-11.0,2,910
SEA,LAX,AS,954.0,-6.0,2,910
LAS,SEA,AS,867.0,-14.0,2,910
LAX,JFK,DL,2475.0,12.0,2,910
LAX,ATL,DL,1947.0,15.0,2,910
JFK,SJU,DL,1598.0,32.0,2,910
ATL,DTW,DL,594.0,-11.0,2,910
LGA,MIA,DL,1096.0,40.0,2,910
MKE,MSP,DL,297.0,2.0,2,910
MSP,DEN,DL,680.0,-15.0,2,910
LAX,DTW,DL,1979.0,-12.0,2,910
JFK,DTW,DL,509.0,178.0,2,910
BHM,ATL,DL,134.0,-21.0,2,910
EWR,BNA,EV,748.0,15.0,2,910
MSP,IAH,EV,1034.0,105.0,2,910
DFW,LEX,MQ,785.0,15.0,2,910
ORD,AZO,MQ,122.0,19.0,2,910
DFW,AEX,MQ,285.0,13.0,2,910
AUS,DEN,UA,775.0,-2.0,2,911
DTW,LGA,MQ,502.0,45.0,2,911
MSP,TPA,DL,1306.0,-33.0,2,912
LGA,MCO,B6,950.0,32.0,2,912
ELP,IAH,EV,667.0,10.0,2,912
ATL,MGM,EV,147.0,200.0,2,912
IND,ORD,MQ,177.0,292.0,2,912
TUL,DFW,MQ,237.0,-23.0,2,912
IAH,BFL,OO,1428.0,-38.0,2,912
ATL,ROC,DL,749.0,-8.0,2,913
OKC,DFW,EV,175.0,112.0,2,913
IAD,CLE,EV,288.0,91.0,2,913
SGF,DEN,OO,637.0,-5.0,2,913
LAX,SAT,OO,1211.0,12.0,2,913
CLT,ORF,US,290.0,-8.0,2,914
STL,MSP,DL,448.0,-7.0,2,914
ORD,MSP,DL,334.0,-3.0,2,914
ORD,MCO,UA,1005.0,-2.0,2,915
MCO,EWR,UA,937.0,-1.0,2,915
CLT,MSY,US,651.0,-14.0,2,915
SFO,PHX,US,651.0,10.0,2,915
LAX,CLT,US,2125.0,20.0,2,915
PHL,BOS,US,280.0,363.0,2,915
SFO,ORD,VX,1846.0,-3.0,2,915
FLL,JFK,VX,1069.0,7.0,2,915
SFO,LAS,VX,414.0,0.0,2,915
DAL,MDW,WN,793.0,-5.0,2,915
DTW,MDW,WN,228.0,-17.0,2,915
HOU,STL,WN,687.0,25.0,2,915
MDW,EWR,WN,711.0,-1.0,2,915
ATL,DAL,WN,721.0,29.0,2,915
ATL,SAT,WN,874.0,-5.0,2,915
IAD,DEN,WN,1452.0,50.0,2,915
LAS,FNT,WN,1733.0,-1.0,2,915
LAS,MDW,WN,1521.0,-11.0,2,915
LAS,OKC,WN,986.0,4.0,2,915
PHX,SNA,WN,338.0,8.0,2,915
RDU,DEN,WN,1436.0,8.0,2,915
SAN,ATL,WN,1892.0,25.0,2,915
SAN,SMF,WN,480.0,-8.0,2,915
SJC,SNA,WN,342.0,-5.0,2,915
SMF,ONT,WN,390.0,1.0,2,915
STL,MCO,WN,882.0,-34.0,2,915
STL,RSW,WN,979.0,12.0,2,915
LAX,LIH,AA,2615.0,16.0,2,915
DFW,MFE,AA,469.0,-14.0,2,915
MIA,EGE,AA,1810.0,-10.0,2,915
ORD,MIA,AA,1197.0,-7.0,2,915
DCA,LAX,AS,2311.0,356.0,2,915
OAK,LGB,B6,353.0,-4.0,2,915
BOS,RSW,B6,1249.0,41.0,2,915
ATL,ICT,DL,782.0,-11.0,2,915
